Date,adj_close,close,high,low,open,volume,return_1d,ma_5,ma_20,vol_20,target
2020-02-19,51.36455154418945,57.63999938964844,57.939998626708984,57.0,57.25,7866300,0.025987879610925413,58.194000244140625,57.195999717712404,1.4701037639489438,0
2020-02-20,50.33085632324219,56.47999954223633,57.040000915527344,55.810001373291016,56.939998626708984,7192900,-0.020124910820530584,57.56399993896484,57.10249977111816,1.4522033129367795,0
2020-02-21,49.53774642944336,55.59000015258789,56.650001525878906,55.52000045776367,56.650001525878906,6816600,-0.015757779689479,56.815999603271486,57.00799980163574,1.4874127823028986,0
2020-02-24,48.2277946472168,54.119998931884766,54.689998626708984,53.18000030517578,53.54999923706055,9968800,-0.0264436268513788,56.00199966430664,56.82749977111816,1.6092364827706507,0
2020-02-25,47.99610900878906,53.86000061035156,55.470001220703125,53.83000183105469,55.33000183105469,12670700,-0.0048041080314956686,55.5379997253418,56.757499885559085,1.7084032231921755,1
2020-02-26,49.038719177246094,55.029998779296875,55.40999984741211,54.380001068115234,54.4900016784668,10969300,0.021722951275281677,55.01599960327148,56.65449981689453,1.7489201668295622,0
2020-02-27,47.488162994384766,53.290000915527344,54.599998474121094,53.27000045776367,54.20000076293945,11878900,-0.03161907872736758,54.37799987792969,56.45949993133545,1.8972044256795992,1
2020-02-28,47.97828674316406,53.84000015258789,54.04999923706055,51.0,51.349998474121094,13604500,0.010320871225586448,54.02799987792969,56.36149997711182,1.9817996357391356,1
2020-03-02,49.88529586791992,55.97999954223633,56.0099983215332,53.83000183105469,54.369998931884766,13797700,0.0397473882537791,54.4,56.463500022888184,1.9014794756928157,0
2020-03-03,48.905059814453125,54.880001068115234,56.369998931884766,54.040000915527344,56.29999923706055,14661800,-0.01964984785845092,54.604000091552734,56.469000053405765,1.8964757188160153,1
2020-03-04,50.865535736083984,57.08000183105469,57.09000015258789,55.54999923706055,55.970001220703125,9878200,0.04008747667859702,55.014000701904294,56.447000122070314,1.8861660399069924,0
2020-03-05,49.66250991821289,55.72999954223633,56.38999938964844,55.25,56.11000061035156,10004200,-0.023651055457462933,55.502000427246095,56.337500190734865,1.8595328524574948,0
2020-03-06,49.074363708496094,55.06999969482422,55.08000183105469,53.970001220703125,54.599998474121094,12971200,-0.01184281092469619,55.74800033569336,56.19000015258789,1.8358994825643369,0
2020-03-09,46.18711853027344,51.83000183105469,54.13999938964844,51.060001373291016,51.54999923706055,13781100,-0.05883417253902845,54.91800079345703,55.97150020599365,2.0786464739527943,1
2020-03-10,48.57533264160156,54.5099983215332,54.619998931884766,52.4900016784668,53.709999084472656,11698700,0.051707435766918275,54.844000244140624,55.84600009918213,2.087762357342336,0
2020-03-11,46.5524787902832,52.2400016784668,53.560001373291016,52.09000015258789,53.11000061035156,14498000,-0.041643674792954166,53.876000213623044,55.525000190734865,2.1255351370354885,0
2020-03-12,43.388973236083984,48.689998626708984,50.9900016784668,48.5099983215332,49.65999984741211,15942200,-0.0679556458211431,52.46800003051758,54.97800006866455,2.403091476703783,1
2020-03-13,46.54356384277344,52.22999954223633,52.459999084472656,49.290000915527344,51.900001525878906,14948700,0.07270488838308298,51.9,54.62299995422363,2.245618074466743,0
2020-03-16,40.01160430908203,44.900001525878906,48.349998474121094,44.900001525878906,46.34000015258789,16628200,-0.1403407635573487,50.513999938964844,53.95850009918213,2.9805971492139234,1
2020-03-17,43.25531005859375,48.540000915527344,48.560001373291016,45.029998779296875,45.75,13415700,0.08106902596763743,49.32000045776367,53.57650012969971,3.1647883329611033,0
2020-03-18,39.539310455322266,44.369998931884766,46.09000015258789,43.2599983215332,43.79999923706055,15018500,-0.08590856829400362,47.74599990844727,52.91300010681152,3.625529443142714,0
2020-03-19,39.48263168334961,43.88999938964844,45.18000030517578,42.70000076293945,43.7400016784668,11182600,-0.010818110295048866,46.78600006103515,52.28350009918213,4.0426050934898825,1
2020-03-20,40.0583610534668,44.529998779296875,48.279998779296875,44.47999954223633,48.02000045776367,14157700,0.014581895615140672,45.24599990844727,51.730500030517575,4.313858460282864,1
2020-03-23,40.71506118774414,45.2599983215332,45.61000061035156,43.52000045776367,45.119998931884766,10508600,0.01639343279245109,45.317999267578124,51.2875,4.5061994040800135,1
2020-03-24,43.96255111694336,48.869998931884766,48.91999816894531,47.5,48.0,12216200,0.07976139514424241,45.38399887084961,51.03799991607666,4.494396361926204,1
2020-03-25,44.07949447631836,49.0,50.04999923706055,48.04999923706055,49.29999923706055,9796600,0.0026601405966149017,46.30999908447266,50.73649997711182,4.4140428954458,1
2020-03-26,44.86214065551758,49.869998931884766,50.459999084472656,48.91999816894531,49.099998474121094,10577500,0.01775508024254613,47.50599899291992,50.56549987792969,4.3759952571077445,0
2020-03-27,42.199363708496094,46.90999984741211,48.09000015258789,46.5099983215332,47.22999954223633,12158500,-0.0593543041481831,47.981999206542966,50.2189998626709,4.37743278843019,1
2020-03-30,43.01798248291016,47.81999969482422,48.15999984741211,46.77000045776367,47.18000030517578,8428300,0.01939884566983885,48.49399948120117,49.81099987030029,4.188412858232489,0
2020-03-31,42.99100112915039,47.790000915527344,49.029998779296875,47.65999984741211,47.79999923706055,9595700,-0.0006273270491075067,48.27799987792969,49.456499862670896,4.0339969840078025,0
2020-04-01,41.83953475952149,46.5099983215332,47.560001373291016,46.29999923706055,46.83000183105469,8755200,-0.026783899758793694,47.779999542236325,48.92799968719483,3.657489374975446,1
2020-04-02,43.29686737060547,48.130001068115234,48.220001220703125,46.61000061035156,46.91999816894531,6174700,0.03483127940325037,47.43199996948242,48.54799976348877,3.289928354369817,0
2020-04-03,42.33430099487305,47.060001373291016,48.150001525878906,46.779998779296875,47.790000915527344,5486200,-0.02223144963803181,47.4620002746582,48.14749984741211,2.9210542023673076,1
2020-04-06,44.95208358764648,49.970001220703125,50.099998474121094,48.5099983215332,48.630001068115234,7370300,0.06183594905425749,47.89200057983398,48.054499816894534,2.825693260933148,0
2020-04-07,44.727195739746094,49.720001220703125,51.31999969482422,49.65999984741211,51.290000915527344,6568700,-0.005003001678863694,48.27800064086914,47.814999961853026,2.424214860029567,1
2020-04-08,45.22195816040039,50.27000045776367,50.599998474121094,49.540000915527344,50.209999084472656,6325900,0.011061931286347804,49.03000106811523,47.71649990081787,2.270078575808885,0
2020-04-09,43.476776123046875,48.33000183105469,50.65999984741211,47.720001220703125,50.279998779296875,12274000,-0.03859157766149124,49.070001220703126,47.698500061035155,2.2633706005242433,1
2020-04-13,43.8546028137207,48.75,49.09000015258789,47.959999084472656,48.7400016784668,9873200,0.008690216284565455,49.40800094604492,47.52450008392334,2.0170291828362745,1
2020-04-14,45.54581832885742,50.630001068115234,51.27000045776367,49.95000076293945,50.0,11068800,0.03856412447415858,49.540000915527344,47.81100006103516,2.0315177979943497,0
2020-04-15,44.6732177734375,49.65999984741211,49.970001220703125,49.040000915527344,49.7599983215332,9398100,-0.019158625325686462,49.52800064086914,47.86700000762939,2.0677837715469924,1
2020-04-16,47.138084411621094,52.400001525878906,53.13999938964844,51.68000030517578,51.810001373291016,18615900,0.05517522526955032,49.954000854492186,48.2685001373291,2.1316401388466963,1
2020-04-17,48.298526763916016,53.689998626708984,54.189998626708984,53.0,54.130001068115234,11288500,0.02461826456613725,51.02600021362305,48.75850009918213,2.1975259027261362,0
2020-04-20,47.30899429321289,52.59000015258789,53.81999969482422,52.560001373291016,53.0,9901700,-0.02048795869355602,51.794000244140626,49.16150016784668,2.1189032653461717,0
2020-04-21,46.21150970458984,51.369998931884766,51.810001373291016,50.52000045776367,51.599998474121094,13102500,-0.02319834982246316,51.94199981689453,49.46700019836426,1.9613960478115475,1
2020-04-22,47.63285446166992,52.95000076293945,53.11000061035156,52.40999984741211,52.47999954223633,8255500,0.030757287597956262,52.6,49.67100028991699,2.1030926643827113,0
2020-04-23,47.35396957397461,52.63999938964844,53.130001068115234,52.2599983215332,52.810001373291016,7619900,-0.0058546056435184735,52.6479995727539,49.853000259399415,2.1973573941146074,1
2020-04-24,47.434932708740234,52.72999954223633,52.88999938964844,52.0,52.599998474121094,5701800,0.0017097293622991838,52.455999755859374,49.99600028991699,2.289645646865011,1
2020-04-27,48.1366081237793,53.5099983215332,53.75,52.970001220703125,53.150001525878906,5812300,0.014792315305675263,52.63999938964844,50.32600021362305,2.2970673639744317,0
2020-04-28,47.461917877197266,52.7599983215332,53.72999954223633,52.68000030517578,53.5099983215332,8561100,-0.01401607220193446,52.917999267578125,50.5730001449585,2.2789422741077017,1
2020-04-29,49.00919723510742,54.47999954223633,54.689998626708984,53.43000030517578,53.75,8565500,0.032600479064100574,53.2239990234375,50.90750007629394,2.339137665934036,0
2020-04-30,47.79476547241211,53.130001068115234,54.40999984741211,52.959999084472656,54.20000076293945,6337900,-0.024779707882972568,53.32199935913086,51.23850021362305,2.144392964538973,0
2020-05-01,45.96862030029297,51.099998474121094,52.560001373291016,51.09000015258789,52.47999954223633,10238700,-0.038208216698350506,52.99599914550781,51.38700008392334,2.016841904739593,1
2020-05-04,46.91317367553711,52.150001525878906,52.18000030517578,51.279998779296875,51.790000915527344,7514000,0.020548005540343972,52.72399978637695,51.641500091552736,1.744905703778625,0
2020-05-05,46.517364501953125,51.709999084472656,52.58000183105469,51.58000183105469,52.209999084472656,7780700,-0.008437246951716881,52.513999938964844,51.72849998474121,1.6999787366315384,1
2020-05-06,46.89519119262695,52.130001068115234,52.619998931884766,52.0,52.11000061035156,8206700,0.008122258578200148,52.044000244140626,51.848999977111816,1.6342607739243684,1
2020-05-07,47.07509994506836,52.33000183105469,52.97999954223633,52.099998474121094,52.95000076293945,5493400,0.003836576996768537,51.88400039672852,51.952000045776366,1.5939243243785461,1
2020-05-08,47.59685134887695,52.90999984741211,53.34000015258789,52.470001220703125,52.619998931884766,6086000,0.01108347020949707,52.24600067138672,52.18099994659424,1.3576561409875298,0
2020-05-11,47.138084411621094,52.400001525878906,52.83000183105469,52.380001068115234,52.61000061035156,6459300,-0.009638977943753457,52.29600067138672,52.36350002288818,1.0913885228246876,0
2020-05-12,45.96862030029297,51.099998474121094,52.63999938964844,51.08000183105469,52.63999938964844,8584500,-0.024809217822556295,52.1740005493164,52.386999893188474,1.0566038421772537,0
2020-05-13,45.80668258666992,50.91999816894531,52.02000045776367,50.47999954223633,51.90999984741211,8611000,-0.0035225109696811474,51.93199996948242,52.44999980926514,0.9132938342967803,1
2020-05-14,46.868202209472656,52.099998474121094,52.150001525878906,49.790000915527344,50.43000030517578,13695600,0.023173612482481065,51.885999298095705,52.43499965667725,0.9166158565825769,0
2020-05-15,44.79915618896485,49.79999923706055,51.04999923706055,49.380001068115234,50.560001373291016,17777200,-0.04414585996970799,51.26399917602539,52.24049968719483,1.0406250140195266,1
2020-05-18,46.66128921508789,51.869998931884766,52.189998626708984,50.77000045776367,50.939998626708984,12726500,0.041566259569011166,51.157998657226564,52.20449962615967,1.0403518666586922,0
2020-05-19,45.707733154296875,50.810001373291016,51.459999084472656,50.79999923706055,51.349998474121094,12940300,-0.02043565799925562,51.099999237060544,52.17649974822998,1.0710757560305322,1
2020-05-20,46.634307861328125,51.84000015258789,52.09000015258789,50.5,51.58000183105469,8406200,0.020271575505965478,51.283999633789065,52.1209997177124,1.0575588901938462,0
2020-05-21,45.65376281738281,50.75,52.209999084472656,50.689998626708984,52.099998474121094,7842600,-0.02102623744945098,51.013999938964844,52.02649974822998,1.0926033613681558,0
2020-05-22,44.79915618896485,49.79999923706055,50.86000061035156,49.61000061035156,50.84000015258789,12462300,-0.018719226855949844,51.013999938964844,51.87999973297119,1.1857710677432198,1
2020-05-26,45.71674346923828,50.81999969482422,51.400001525878906,50.790000915527344,51.29999923706055,8872000,0.020481937216669577,50.80400009155274,51.745499801635745,1.1429395970689267,1
2020-05-27,46.54434967041016,51.7400016784668,51.7400016784668,50.75,51.029998779296875,11405700,0.018103148153624904,50.99000015258789,51.69449996948242,1.11776823822492,0
2020-05-28,45.230960845947266,50.279998779296875,51.619998931884766,50.099998474121094,51.459999084472656,8178700,-0.02821806826066542,50.677999877929686,51.48449993133545,0.9486421398391593,1
2020-05-29,45.27594375610352,50.33000183105469,50.72999954223633,49.86000061035156,50.34000015258789,10918500,0.0009944919047690792,50.594000244140624,51.34449996948242,0.8982939492558858,1
2020-06-01,45.905643463134766,51.029998779296875,51.279998779296875,50.540000915527344,50.90999984741211,6187300,0.013908144700488956,50.84000015258789,51.34099998474121,0.8994323761378736,1
2020-06-02,46.78723907470703,52.0099983215332,52.040000915527344,51.290000915527344,51.45000076293945,6063600,0.01920438106367195,51.077999877929685,51.33399982452393,0.8933287431040486,1
2020-06-03,47.73178482055664,53.060001373291016,53.25,52.41999816894531,52.63999938964844,8380200,0.02018848463071543,51.34199981689453,51.40149993896485,0.9708723482608996,1
2020-06-04,48.82928085327149,54.279998779296875,54.369998931884766,53.029998779296875,53.060001373291016,13269500,0.022992788813231524,52.14199981689453,51.508999824523926,1.1569739656455507,1
2020-06-05,49.65689468383789,55.20000076293945,56.34000015258789,55.060001373291016,55.5,9776100,0.016949189468174364,53.11599960327148,51.652499771118165,1.413669829048087,1
2020-06-08,49.98975372314453,55.56999969482422,55.779998779296875,54.709999084472656,55.7400016784668,6302100,0.006702879108168025,54.023999786376955,51.78549976348877,1.6444884755257356,1
2020-06-09,50.925315856933594,56.61000061035156,56.630001068115234,54.95000076293945,55.290000915527344,9355100,0.01871515064313045,54.944000244140625,51.9959997177124,1.9654180748157766,1
2020-06-10,51.77092742919922,57.54999923706055,58.040000915527344,56.81999969482422,56.81999969482422,9194300,0.016604815696417807,55.84199981689453,52.31849975585938,2.309687412294766,0
2020-06-11,49.512969970703125,55.040000915527344,56.40999984741211,55.0099983215332,55.849998474121094,9877100,-0.04361421989241032,55.99400024414062,52.52449989318848,2.361539458306425,1
2020-06-12,50.376564025878906,56.0,56.869998931884766,55.349998474121094,56.5,9838800,0.01744184354113676,56.15400009155273,52.71949996948242,2.4825591909219487,1
2020-06-15,50.394561767578125,56.02000045776367,56.119998931884766,54.52000045776367,54.709999084472656,7509700,0.0003571510314941406,56.24400024414062,53.03050003051758,2.487170245579729,0
2020-06-16,50.1966552734375,55.79999923706055,57.0,55.540000915527344,56.59000015258789,8827200,-0.003927190626658361,56.081999969482425,53.227000045776364,2.545226892115656,1
2020-06-17,50.91631317138672,56.599998474121094,56.81999969482422,55.88999938964844,56.150001525878906,8248700,0.014336904085998858,55.89199981689453,53.51649990081787,2.584818544054424,0
2020-06-18,50.88913345336914,56.150001525878906,56.540000915527344,55.790000915527344,56.040000915527344,6831500,-0.007950476331689993,56.113999938964845,53.73199996948242,2.6171531843786275,0
2020-06-19,50.12784576416016,55.310001373291016,56.5,55.27000045776367,56.47999954223633,6965100,-0.014959931073211918,55.976000213623045,53.96000003814697,2.541222343736105,1
2020-06-22,50.753177642822266,56.0,56.0,55.31999969482422,55.5,4480400,0.01247511498060061,55.97200012207031,54.27000007629395,2.3800973190194434,1
2020-06-23,51.44197845458984,56.7599983215332,57.15999984741211,56.529998779296875,56.63999938964844,7836500,0.013571398598807294,56.16399993896484,54.567000007629396,2.296058535345846,0
2020-06-24,51.278831481933594,56.58000183105469,57.060001373291016,56.15999984741211,56.709999084472656,7080200,-0.0031711856201769306,56.16000061035156,54.80900001525879,2.2367126709000145,1
2020-06-25,51.695743560791016,57.040000915527344,57.09000015258789,55.95000076293945,56.560001373291016,4509600,0.008130064856593622,56.33800048828125,55.14700012207031,2.0161899875062916,0
2020-06-26,51.05226516723633,56.33000183105469,57.2599983215332,56.209999084472656,57.0,6229300,-0.0124473890791853,56.54200057983398,55.447000122070314,1.6800914723923546,1
2020-06-29,51.10663986206055,56.38999938964844,56.40999984741211,55.65999984741211,56.34000015258789,5016600,0.0010651084083699303,56.62000045776367,55.71500015258789,1.3293113806135852,1
2020-06-30,51.45103073120117,56.77000045776367,56.9900016784668,56.189998626708984,56.25,7158700,0.0067388024867578444,56.62200088500977,55.95300025939942,1.0215419780359891,1
2020-07-01,51.49635696411133,56.81999969482422,57.470001220703125,56.7599983215332,56.970001220703125,6866500,0.0008807334271161427,56.67000045776367,56.14100017547607,0.7780805783603558,1
2020-07-02,53.127708435058594,58.619998931884766,59.06999969482422,57.95000076293945,57.95000076293945,10021200,0.03167897301527978,56.986000061035156,56.35800018310547,0.8348686286029573,1
2020-07-06,56.0822639465332,61.880001068115234,62.130001068115234,60.560001373291016,60.66999816894531,12725600,0.055612456424956935,58.09599990844727,56.692000198364255,1.4539151829777137,0
2020-07-07,55.02188491821289,60.709999084472656,61.5,60.68000030517578,61.2599983215332,6672300,-0.01890759475512427,58.95999984741211,56.94900016784668,1.6816027451764526,1
2020-07-08,56.725738525390625,62.59000015258789,62.7400016784668,61.5,61.63999938964844,8721900,0.030966909841315893,60.123999786376956,57.248000144958496,2.0981935646586725,1
2020-07-09,58.710548400878906,64.77999877929688,64.97000122070312,62.88999938964844,62.95000076293945,16903300,0.03498959292810344,61.715999603271484,57.609500122070315,2.6918205907969934,0
2020-07-10,57.86768341064453,63.849998474121094,64.55999755859375,63.189998626708984,64.47000122070312,10700000,-0.014356287784818567,62.76199951171875,58.05,2.956996648700892,1
2020-07-13,58.973384857177734,65.06999969482422,67.08000183105469,64.9800033569336,65.19999694824219,16667700,0.01910730226873225,63.39999923706055,58.50349998474121,3.3014941228437538,1
2020-07-14,60.686302185058594,66.95999908447266,67.02999877929688,65.33000183105469,66.0,10482700,0.029045633909827284,64.64999923706054,59.05049991607666,3.7448760364973324,0
2020-07-15,59.87063217163086,66.05999755859375,67.20999908447266,65.16000366210938,67.18000030517578,12432500,-0.013440883186744412,65.34399871826172,59.56349983215332,3.972018963649168,1
2020-07-16,60.35097885131836,66.58999633789062,66.62999725341797,64.31999969482422,65.37999725341797,15709400,0.008022991203213037,65.70599822998047,60.0629997253418,4.2012596374518445,0
2020-07-17,60.17876434326172,66.4000015258789,68.0,66.37000274658203,67.30999755859375,11716600,-0.0028532035209560824,66.21599884033203,60.5754997253418,4.32224344887412,1
2020-07-20,60.62285232543945,66.88999938964844,66.9800033569336,65.80000305175781,66.69999694824219,6357300,0.007379485730562241,66.57999877929687,61.15449962615967,4.355254513123127,1
2020-07-21,61.4566764831543,67.80999755859375,69.25,67.70999908447266,68.83999633789062,10619700,0.01375389710479924,66.7499984741211,61.74499950408936,4.419749813253685,1
2020-07-22,62.10921096801758,68.52999877929688,68.9000015258789,68.02999877929688,68.0999984741211,7366100,0.010617921348264003,67.24399871826172,62.33349952697754,4.503851642054231,0
2020-07-23,61.05790710449219,67.37000274658203,68.5,66.75,68.26000213623047,8559500,-0.0169268357416823,67.4,62.872999572753905,4.42392618915835,1
2020-07-24,66.97607421875,73.9000015258789,76.88999938964844,71.3499984741211,71.4000015258789,41226800,0.09692739369270953,68.9,63.715999603271484,4.840667925450751,1
2020-07-27,75.45004272460938,83.25,83.4000015258789,80.43000030517578,81.36000061035156,39899200,0.12652230420924737,72.17200012207032,65.06199951171875,6.223889233652211,0
2020-07-28,69.713134765625,76.91999816894531,79.58000183105469,76.48999786376953,79.3499984741211,31500100,-0.07603605803068691,73.99400024414062,66.0884994506836,6.408602976946287,1
2020-07-29,74.92436981201172,82.66999816894531,83.37000274658203,77.05999755859375,77.11000061035156,28304000,0.07475299189907458,76.8220001220703,67.38349933624268,7.014664460584205,0
2020-07-30,72.44111633300781,79.93000030517578,81.27999877929688,78.61000061035156,80.01000213623047,16820300,-0.0331437997394175,79.33399963378906,68.53899936676025,7.086044059594405,0
2020-07-31,71.49854278564453,78.88999938964844,79.7699966430664,77.51000213623047,79.62999725341797,12021200,-0.013011396366277794,80.33199920654297,69.55249938964843,7.0421339984658955,1
2020-08-03,71.55291748046875,78.94999694824219,79.1500015258789,77.41000366210938,77.7699966430664,10129800,0.0007605217271888787,79.47199859619141,70.40599918365479,7.097508331123957,1
2020-08-04,72.6767349243164,80.19000244140625,80.19000244140625,78.73999786376953,79.33000183105469,12569400,0.015706213313434025,80.1259994506836,71.37999935150147,7.033224314794638,1
2020-08-05,73.9818115234375,81.62999725341797,84.0,80.56999969482422,80.9800033569336,14436300,0.017957286047770138,79.91799926757812,72.33199920654297,7.069321926742649,0
2020-08-06,72.97582244873047,80.5199966430664,82.0999984741211,80.22000122070312,82.04000091552734,9838700,-0.013597949867688919,80.03599853515625,73.11899909973144,7.060468720478983,0
2020-08-07,72.53173065185547,80.02999877929688,80.79000091552734,79.41000366210938,80.48999786376953,8705800,-0.006085418333307002,80.26399841308594,73.92799911499023,6.866823658508527,0
2020-08-10,72.38673400878906,79.87000274658203,80.8499984741211,79.22000122070312,80.55000305175781,7421400,-0.001999200739163709,80.4479995727539,74.66799926757812,6.656233030213443,0
2020-08-11,70.63756561279297,77.94000244140625,79.19999694824219,77.94000244140625,79.08999633789062,7056300,-0.024164269923708903,79.99799957275391,75.21699943542481,6.436197141163319,1
2020-08-12,71.95169830322266,79.38999938964844,79.55000305175781,77.7300033569336,78.16000366210938,8354400,0.018604014662846113,79.55,75.88349952697754,6.120486895678734,0
2020-08-13,70.96382904052734,78.30000305175781,79.0999984741211,77.83000183105469,79.0,6551800,-0.013729642855152213,79.10600128173829,76.4689998626709,5.732460259283804,1
2020-08-14,71.06351470947266,78.41000366210938,79.2300033569336,78.05000305175781,78.41999816894531,5611200,0.0014048608692753817,78.78200225830078,77.06949996948242,5.229127292280572,1
2020-08-17,72.6767349243164,80.19000244140625,80.88999938964844,79.66000366210938,79.80000305175781,8663900,0.022701169444748315,78.84600219726562,77.73450012207032,4.683692156398135,0
2020-08-18,71.9698257446289,79.41000366210938,80.81999969482422,79.25,80.22000122070312,6804800,-0.009726883097014638,79.14000244140625,78.31450042724609,4.067755271337295,0
2020-08-19,71.18133544921875,78.54000091552734,79.2300033569336,78.25,79.01000213623047,7976800,-0.010955833099868695,78.97000274658203,78.81500053405762,3.353634296005037,0
2020-08-20,69.6134262084961,76.80999755859375,77.0999984741211,75.9800033569336,76.31999969482422,11457100,-0.022027035100168568,78.67200164794922,79.2870002746582,2.0808245368406135,1
2020-08-21,71.00006866455078,78.33999633789062,78.7300033569336,77.86000061035156,78.0199966430664,7942300,0.019919266084206466,78.65800018310547,79.50900001525879,1.6726620376169146,1
2020-08-24,71.5075912475586,78.9000015258789,79.91000366210938,78.48999786376953,79.7300033569336,6405600,0.007148394360052102,78.4,79.29150009155273,1.4251101801836896,1
2020-08-25,72.5407943725586,80.04000091552734,80.4800033569336,79.47000122070312,79.8499984741211,6113100,0.014448661186331258,78.5259994506836,79.44750022888184,1.3186387068573677,1
2020-08-26,74.090576171875,81.75,82.16999816894531,81.01000213623047,81.25,7821600,0.021364306158333957,79.16799926757812,79.40150032043456,1.212045794166331,0
2020-08-27,73.04830932617188,80.5999984741211,82.30999755859375,80.16999816894531,82.18000030517578,8018200,-0.01406729695264719,79.92599945068359,79.43500022888183,1.2364355783581806,0
