scenario,mae,slope,intercept
mean_impute,1.2783168286969495,2.1302362713250997,0.7115233802766701
median_impute,1.283953991540887,2.12929027475983,0.7271464831484222
drop_missing,1.0646032921970057,2.1302362713250993,0.6591643618498697
